Variable_1,Variable_2,Lag,Correlation,P-value,Significant (p < 0.05)
scooterRiding,climbingDenivelation,next_day,-0.12367307862966713,4.31641835468363e-08,True
timeDrivingCar,manicTimeDelta_corrected,next_day,-0.12395170406680127,4.0232668444867435e-08,True
kneePain,cycling,next_4_days,-0.12426080211117731,3.7206195706598645e-08,True
surfing,climbingMaxEffortIntensity,next_2_days,-0.12482420998218642,3.2247519739671926e-08,True
scooterRiding,cycling,next_4_days,-0.12488649062293322,3.174042332750563e-08,True
tracker_mean_distance,whatPulseT_corrected,next_day,-0.12558955250997453,2.652615152388674e-08,True
tracker_mean_distance,scooterRiding,next_5_days,-0.12608875123230537,2.3338670524469697e-08,True
tracker_mean_distance,scooterRiding,next_4_days,-0.12617308655461262,2.2838208509256586e-08,True
timeDrivingCar,foreheadEyesPain,next_2_days,-0.12652465199721427,2.0861796839984918e-08,True
scooterRiding,climbingDenivelation,same_day,-0.12663250770215728,2.0121237723005574e-08,True
climbingDenivelation,scooterRiding,same_day,-0.1266325077021573,2.0121237723005574e-08,True
surfing,climbing,next_2_days,-0.12688661440021592,1.9000596590571008e-08,True
climbingDenivelation,surfing,next_2_days,-0.1270769476719383,1.8087600984169416e-08,True
whatPulseT_corrected,climbingMaxEffortIntensity,same_day,-0.12714264319768206,1.763387155616314e-08,True
climbingMaxEffortIntensity,whatPulseT_corrected,same_day,-0.1271426431976821,1.763387155616314e-08,True
scooterRiding,tracker_mean_distance,next_2_days,-0.1271685186424032,1.766365968740163e-08,True
climbingMeanEffortIntensity,surfing,next_2_days,-0.1271763808461192,1.76277132714649e-08,True
climbingMeanEffortIntensity,scooterRiding,next_day,-0.12848496587990718,1.2537162885004995e-08,True
scooterRiding,cycling,next_5_days,-0.12892445385629817,1.1172798386159722e-08,True
scooterRiding,climbingMeanEffortIntensity,next_day,-0.1291814646456749,1.0442939944977043e-08,True
wholeArm,foreheadEyesPain,next_5_days,-0.12924576935300439,1.0267698132158097e-08,True
surfing,climbingMeanEffortIntensity,next_3_days,-0.12941057299107464,9.831517070572135e-09,True
cycling,surfing,next_4_days,-0.12982127540133073,8.8213719698851e-09,True
scooterRiding,climbingMeanEffortIntensity,same_day,-0.13133161798243145,5.851161755552699e-09,True
climbingMeanEffortIntensity,scooterRiding,same_day,-0.13133161798243145,5.851161755552699e-09,True
climbingMaxEffortIntensity,surfing,next_2_days,-0.1317750707452472,5.242528828403329e-09,True
tracker_mean_distance,scooterRiding,next_3_days,-0.13184386464856576,5.1466305534099894e-09,True
surfing,climbingDenivelation,next_3_days,-0.13186377360486617,5.119197263613916e-09,True
wholeArm,foreheadEyesPain,next_4_days,-0.13186779583161318,5.113672176183558e-09,True
wholeArm,foreheadEyesPain,next_day,-0.13199095055503512,4.947280453620471e-09,True
climbing,whatPulseT_corrected,same_day,-0.13229242541363417,4.5206732768901855e-09,True
whatPulseT_corrected,climbing,same_day,-0.13229242541363417,4.5206732768901855e-09,True
timeDrivingCar,foreheadEyesPain,next_3_days,-0.13314774947392866,3.6205827485567712e-09,True
wholeArm,foreheadEyesPain,next_3_days,-0.13550471040802536,1.900692942638092e-09,True
wholeArm,foreheadEyesPain,next_2_days,-0.1355798306173155,1.8617118342416294e-09,True
timeDrivingCar,foreheadEyesPain,next_4_days,-0.13636696309914093,1.497326430560342e-09,True
climbing,surfing,next_2_days,-0.1368845359545342,1.2966434069896375e-09,True
timeDrivingCar,foreheadEyesPain,next_5_days,-0.13696667206199262,1.267305271939242e-09,True
surfing,climbingMeanEffortIntensity,next_4_days,-0.1373364453677408,1.1430409167309927e-09,True
climbingDenivelation,scooterRiding,next_2_days,-0.13922027551314795,6.727722798505271e-10,True
foreheadEyesPain,timeDrivingCar,next_day,-0.13939245655563381,6.407275489260123e-10,True
cycling,surfing,next_5_days,-0.1404282395134043,4.771164831940966e-10,True
kneePain,cycling,next_5_days,-0.14062118742662053,4.5150973483459607e-10,True
foreheadEyesPain,wholeArm,same_day,-0.1421225635774681,2.901309875193251e-10,True
wholeArm,foreheadEyesPain,same_day,-0.14212256357746814,2.901309875193251e-10,True
climbingMaxEffortIntensity,scooterRiding,next_day,-0.14352171933800287,1.9524469171279362e-10,True
scooterRiding,climbingMaxEffortIntensity,next_day,-0.1441547040197513,1.6223310854324684e-10,True
surfing,climbingMeanEffortIntensity,next_5_days,-0.14448991401188313,1.4702726883803592e-10,True
climbingMeanEffortIntensity,scooterRiding,next_2_days,-0.14465143385602328,1.4020632350744553e-10,True
tracker_mean_distance,manicTimeDelta_corrected,next_5_days,-0.14487291031452937,1.31353566371418e-10,True
scooterRiding,climbingMaxEffortIntensity,same_day,-0.14609220645956253,9.05592815829322e-11,True
climbingMaxEffortIntensity,scooterRiding,same_day,-0.14609220645956253,9.05592815829322e-11,True
whatPulseT_corrected,climbingDenivelation,same_day,-0.14619499284426954,8.783245635736418e-11,True
climbingDenivelation,whatPulseT_corrected,same_day,-0.14619499284426957,8.783245635736418e-11,True
surfing,climbingMaxEffortIntensity,next_3_days,-0.14669682386026192,7.647599648473689e-11,True
climbing,scooterRiding,next_day,-0.1467514634276159,7.523887769130506e-11,True
climbingDenivelation,scooterRiding,next_3_days,-0.14727752937827224,6.428566398001379e-11,True
scooterRiding,climbing,next_day,-0.14731489438673306,6.356991907257492e-11,True
foreheadEyesPain,wholeArm,next_day,-0.14792413117549658,5.294129871304338e-11,True
climbingDenivelation,surfing,next_3_days,-0.1480521919044142,5.093907106668087e-11,True
surfing,climbingDenivelation,next_5_days,-0.14853169621586382,4.4078638386601555e-11,True
surfing,climbingDenivelation,next_4_days,-0.14866448204018956,4.2344308681183905e-11,True
scooterRiding,climbing,same_day,-0.1490280805264436,3.749687747815642e-11,True
climbing,scooterRiding,same_day,-0.1490280805264436,3.749687747815642e-11,True
surfing,climbing,next_3_days,-0.14935767058341698,3.4318967418556436e-11,True
scooterRiding,tracker_mean_distance,next_3_days,-0.15019168895743634,2.661752060192173e-11,True
wholeArm,timeDrivingCar,same_day,-0.1507197316737586,2.238077264276497e-11,True
timeDrivingCar,wholeArm,same_day,-0.15071973167375863,2.238077264276497e-11,True
whatPulseT_corrected,tracker_mean_distance,next_2_days,-0.1508583807763,2.1701977495349776e-11,True
climbingDenivelation,scooterRiding,next_4_days,-0.15093984573836478,2.1165942096613904e-11,True
climbingMeanEffortIntensity,surfing,next_3_days,-0.15142033514909686,1.8258035717652956e-11,True
climbingMeanEffortIntensity,scooterRiding,next_3_days,-0.15271271076198553,1.2240525864984654e-11,True
surfing,tracker_mean_denivelation,same_day,-0.1527315855785923,5.29706782352224e-11,True
tracker_mean_denivelation,surfing,same_day,-0.1527315855785923,5.29706782352224e-11,True
whatPulseT_corrected,tracker_mean_distance,next_5_days,-0.15314924592945584,1.0685817169854582e-11,True
climbingDenivelation,scooterRiding,next_5_days,-0.15382371107383302,8.656219018308703e-12,True
climbingMeanEffortIntensity,scooterRiding,next_4_days,-0.15388967109365112,8.479302580135877e-12,True
timeDrivingCar,wholeArm,next_4_days,-0.15390480248263327,8.439219471260874e-12,True
climbingMeanEffortIntensity,scooterRiding,next_5_days,-0.15506584596092288,5.8585816462306955e-12,True
timeDrivingCar,wholeArm,next_5_days,-0.15734224172805614,2.841288960463402e-12,True
timeDrivingCar,wholeArm,next_day,-0.1578897857112186,2.383582667486215e-12,True
climbingMeanEffortIntensity,surfing,next_5_days,-0.15792441570439758,2.357200108749786e-12,True
timeDrivingCar,wholeArm,next_3_days,-0.15866081651750621,1.8593143081694023e-12,True
whatPulseT_corrected,tracker_mean_distance,next_4_days,-0.15877917919542262,1.7895552757571245e-12,True
surfing,climbingMaxEffortIntensity,next_4_days,-0.1589375932187525,1.7001924367113524e-12,True
tracker_mean_distance,manicTimeDelta_corrected,next_4_days,-0.15993702810390825,1.2291990009825527e-12,True
climbingMaxEffortIntensity,surfing,next_3_days,-0.16000741955333295,1.201341083608087e-12,True
whatPulseT_corrected,tracker_mean_distance,next_3_days,-0.16021963339387718,1.1210494382355276e-12,True
surfing,climbing,next_4_days,-0.16046666215493918,1.034198124600622e-12,True
climbingDenivelation,surfing,next_4_days,-0.16059914788425472,9.90372984915629e-13,True
foreheadEyesPain,wholeArm,next_2_days,-0.1608230551592709,9.204106411380592e-13,True
climbingMaxEffortIntensity,scooterRiding,next_2_days,-0.16086293237523525,9.084695239976824e-13,True
climbingMeanEffortIntensity,surfing,next_4_days,-0.16209528142683477,6.058187147503711e-13,True
tracker_mean_distance,manicTimeDelta_corrected,next_3_days,-0.16258966553964882,5.144760281559592e-13,True
climbing,surfing,next_3_days,-0.1629452015985566,4.572835429218126e-13,True
timeDrivingCar,wholeArm,next_2_days,-0.16307843536171232,4.374991050404714e-13,True
wholeArm,timeDrivingCar,next_day,-0.1634247894804132,3.8991342033906056e-13,True
climbing,scooterRiding,next_2_days,-0.16344926693007505,3.867495959937304e-13,True
surfing,climbingMaxEffortIntensity,next_5_days,-0.1636369709089983,3.6331099148382594e-13,True
scooterRiding,climbingDenivelation,next_2_days,-0.16415162036128017,3.059648788353513e-13,True
surfing,climbing,next_5_days,-0.1643789665122909,2.8355536430238864e-13,True
scooterRiding,tracker_mean_distance,next_4_days,-0.16444126876150353,2.7770079249837463e-13,True
whatPulseT_corrected,tracker_mean_distance,next_day,-0.16446351282010427,2.756393831808023e-13,True
manicTimeDelta_corrected,climbingMeanEffortIntensity,same_day,-0.16506626986799916,2.2201458356413339e-13,True
climbingMeanEffortIntensity,manicTimeDelta_corrected,same_day,-0.16506626986799922,2.2201458356413339e-13,True
tracker_mean_distance,manicTimeDelta_corrected,next_2_days,-0.16598714918863672,1.6505680768968969e-13,True
climbingDenivelation,surfing,next_5_days,-0.1669166236145347,1.2043214740862656e-13,True
foreheadEyesPain,wholeArm,next_3_days,-0.1677636447163417,9.022225289196606e-14,True
foreheadEyesPain,wholeArm,next_5_days,-0.16786667309165854,8.709889505259175e-14,True
scooterRiding,climbingMeanEffortIntensity,next_2_days,-0.16906843736238944,5.765331385702932e-14,True
climbingMaxEffortIntensity,scooterRiding,next_3_days,-0.16958320791681386,4.826904321345301e-14,True
foreheadEyesPain,wholeArm,next_4_days,-0.17112869242535014,2.822144214035953e-14,True
climbingMaxEffortIntensity,scooterRiding,next_4_days,-0.1715998732675016,2.393776568425435e-14,True
climbing,scooterRiding,next_3_days,-0.1718477864025325,2.1947488728359024e-14,True
climbingMaxEffortIntensity,surfing,next_4_days,-0.17278652417831503,1.578078671352529e-14,True
climbingMaxEffortIntensity,scooterRiding,next_5_days,-0.17337998543704417,1.2798198432999231e-14,True
climbing,scooterRiding,next_4_days,-0.17356658007603584,1.1980550641374112e-14,True
climbingMaxEffortIntensity,surfing,next_5_days,-0.1739331452823653,1.0521022576417542e-14,True
scooterRiding,tracker_mean_distance,next_5_days,-0.17440762064117876,8.888903944968911e-15,True
climbing,scooterRiding,next_5_days,-0.17514503401270884,6.83376083607515e-15,True
climbing,surfing,next_5_days,-0.17546370757966334,6.097605178724795e-15,True
climbing,surfing,next_4_days,-0.1757194385361885,5.563763727530416e-15,True
manicTimeDelta_corrected,climbingDenivelation,same_day,-0.17591713803218822,5.100727545563382e-15,True
climbingDenivelation,manicTimeDelta_corrected,same_day,-0.17591713803218822,5.100727545563382e-15,True
manicTimeDelta_corrected,climbingMaxEffortIntensity,same_day,-0.18181423791570522,5.913995330202178e-16,True
climbingMaxEffortIntensity,manicTimeDelta_corrected,same_day,-0.18181423791570522,5.913995330202178e-16,True
foreheadEyesPain,timeDrivingCar,next_2_days,-0.1846269969410812,2.098476304091603e-16,True
climbing,manicTimeDelta_corrected,same_day,-0.18629052136143376,1.0969196484034123e-16,True
manicTimeDelta_corrected,climbing,same_day,-0.18629052136143376,1.0969196484034123e-16,True
tracker_mean_distance,manicTimeDelta_corrected,next_day,-0.18785795798412236,6.130242270302902e-17,True
scooterRiding,climbingDenivelation,next_3_days,-0.18885358558041337,4.176760408580668e-17,True
scooterRiding,climbingMaxEffortIntensity,next_2_days,-0.18917059904720288,3.6947709174261925e-17,True
scooterRiding,timeDrivingCar,next_day,-0.18922866804756788,3.6126253645793974e-17,True
scooterRiding,climbing,next_2_days,-0.19283457384027458,8.816841799447364e-18,True
tracker_mean_distance,surfing,same_day,-0.19404144402196014,5.359872435363849e-18,True
surfing,tracker_mean_distance,same_day,-0.19404144402196016,5.359872435363849e-18,True
scooterRiding,climbingMeanEffortIntensity,next_3_days,-0.19513479605298129,3.533792915399536e-18,True
timeDrivingCar,scooterRiding,next_day,-0.19585965161597607,2.6429343290195138e-18,True
wholeArm,timeDrivingCar,next_2_days,-0.19974480532152467,5.463730978779587e-19,True
timeDrivingCar,scooterRiding,next_2_days,-0.20330765637822001,1.2507318466231313e-19,True
timeDrivingCar,scooterRiding,next_4_days,-0.2075468832720031,2.087333472479534e-20,True
foreheadEyesPain,timeDrivingCar,next_3_days,-0.2075496307692984,2.0848861081687132e-20,True
timeDrivingCar,scooterRiding,next_3_days,-0.20783782808550044,1.8433100982218003e-20,True
timeDrivingCar,scooterRiding,next_5_days,-0.20793071625649578,1.7715085009600738e-20,True
scooterRiding,climbingDenivelation,next_4_days,-0.21003805394395844,7.155897124386145e-21,True
scooterRiding,climbingMeanEffortIntensity,next_4_days,-0.2129965471284741,1.9715287855700197e-21,True
wholeArm,timeDrivingCar,next_3_days,-0.21420687518894654,1.1570177045668418e-21,True
scooterRiding,climbingMaxEffortIntensity,next_3_days,-0.21832302056621367,1.8433245648247032e-22,True
scooterRiding,climbing,next_3_days,-0.22137694350155815,4.6039948576007516e-23,True
wholeArm,timeDrivingCar,next_4_days,-0.22429986668201057,1.1967882126765623e-23,True
manicTimeDelta_corrected,tracker_mean_distance,next_5_days,-0.2255248302916083,6.765849507147989e-24,True
scooterRiding,timeDrivingCar,next_2_days,-0.2260600917231034,5.267791242008127e-24,True
scooterRiding,climbingDenivelation,next_5_days,-0.22785555746149366,2.2645369001133987e-24,True
foreheadEyesPain,timeDrivingCar,next_4_days,-0.2280244602303274,2.090861763723844e-24,True
tracker_mean_denivelation,whatPulseT_corrected,same_day,-0.22839606189904893,4.7541208482799037e-23,True
whatPulseT_corrected,tracker_mean_denivelation,same_day,-0.22839606189904893,4.7541208482799037e-23,True
scooterRiding,climbingMeanEffortIntensity,next_5_days,-0.22970914184522795,9.400305625114752e-25,True
wholeArm,timeDrivingCar,next_5_days,-0.23243136864088543,2.5481871036993135e-25,True
manicTimeDelta_corrected,tracker_mean_distance,next_4_days,-0.23294853327825354,1.984739360642885e-25,True
manicTimeDelta_corrected,tracker_mean_distance,next_day,-0.23365605008341428,1.40864441653364e-25,True
manicTimeDelta_corrected,tracker_mean_distance,next_2_days,-0.23515375259147683,6.791459354885343e-26,True
foreheadEyesPain,timeDrivingCar,next_5_days,-0.23601542316965946,4.453163464259332e-26,True
manicTimeDelta_corrected,tracker_mean_distance,next_3_days,-0.23763842174749583,2.001797690447334e-26,True
scooterRiding,climbingMaxEffortIntensity,next_4_days,-0.23964874164289643,7.373330297067018e-27,True
timeDrivingCar,scooterRiding,same_day,-0.24162230769425047,2.6591146879760485e-27,True
scooterRiding,timeDrivingCar,same_day,-0.24162230769425047,2.6591146879760485e-27,True
scooterRiding,climbing,next_4_days,-0.24241347468449526,1.8387933973243897e-27,True
timeDrivingCar,whatPulseT_corrected,same_day,-0.25055796263413355,2.684755927337956e-29,True
whatPulseT_corrected,timeDrivingCar,same_day,-0.2505579626341336,2.684755927337714e-29,True
scooterRiding,climbingMaxEffortIntensity,next_5_days,-0.2592816493030869,2.614004103468426e-31,True
scooterRiding,timeDrivingCar,next_3_days,-0.2615480652004192,7.554593851861379e-32,True
scooterRiding,climbing,next_5_days,-0.2617661081024669,6.699878406245994e-32,True
manicTimeDelta_corrected,tracker_mean_denivelation,same_day,-0.2724996738002048,1.8025581461326258e-32,True
tracker_mean_denivelation,manicTimeDelta_corrected,same_day,-0.2724996738002048,1.8025581461326258e-32,True
scooterRiding,timeDrivingCar,next_4_days,-0.27979854500167295,2.1958050250062313e-36,True
scooterRiding,timeDrivingCar,next_5_days,-0.2934117194736963,5.329371804687728e-40,True
timeDrivingCar,manicTimeDelta_corrected,same_day,-0.3331864316702583,9.050491113194149e-52,True
manicTimeDelta_corrected,timeDrivingCar,same_day,-0.3331864316702583,9.050491113194149e-52,True
whatPulseT_corrected,tracker_mean_distance,same_day,-0.3429360787841511,6.250964840788635e-55,True
tracker_mean_distance,whatPulseT_corrected,same_day,-0.3429360787841511,6.250964840788635e-55,True
manicTimeDelta_corrected,tracker_mean_distance,same_day,-0.4252230058680736,1.826979151492583e-86,True
tracker_mean_distance,manicTimeDelta_corrected,same_day,-0.4252230058680736,1.826979151492583e-86,True
